YYY0 20210323  60000   0.4142549E-01  0.1299294
YYY1a 20210323  60000   0.4142549E-01  0.1299294
YYY1b 20210323  60000   0.4142549E-01  0.1299294
YYY0 20210323  60000   0.4142549E-01  0.1299294
YYY1a 20210323  70000   0.4142549E-01  0.1299294
YYY1b 20210323  70000   0.4142549E-01  0.1299294
YYY2a 20210323  70000   0.4142549E-01  0.1299294
YYY2b 20210323  70000   0.4170644E-01  0.1289144
YYY3a 20210323  70000   0.3702329E-01  0.1464039
YYY3b 20210323  70000   0.3741210E-01  0.1452753
YYY0 20210323  70000   0.4567752E-01  0.1473227
YYY1a 20210323  80000   0.4567752E-01  0.1473227
YYY1b 20210323  80000   0.4567752E-01  0.1473227
YYY2a 20210323  80000   0.4567752E-01  0.1473227
YYY2b 20210323  80000   0.4600303E-01  0.1461758
YYY3a 20210323  80000   0.4033284E-01  0.1631453
YYY3b 20210323  80000   0.4076904E-01  0.1618930
YYY0 20210323  80000   0.4933240E-01  0.1640144
YYY1a 20210323  90000   0.4933240E-01  0.1640144
YYY1b 20210323  90000   0.4933240E-01  0.1640144
YYY2a 20210323  90000   0.4933240E-01  0.1640144
YYY2b 20210323  90000   0.4970727E-01  0.1627463
YYY3a 20210323  90000   0.4302740E-01  0.1786902
YYY3b 20210323  90000   0.4351440E-01  0.1773283
YYY0 20210323  90000   0.5211846E-01  0.1794579
YYY1a 20210323  100000   0.5211846E-01  0.1794579
YYY1b 20210323  100000   0.5211846E-01  0.1794579
YYY2a 20210323  100000   0.5211846E-01  0.1794579
YYY2b 20210323  100000   0.5254244E-01  0.1780939
YYY3a 20210323  100000   0.4487795E-01  0.1924893
YYY3b 20210323  100000   0.4541216E-01  0.1910478
YYY0 20210323  100000   0.5408503E-01  0.1931617
YYY1a 20210323  110000   0.5408503E-01  0.1931617
YYY1b 20210323  110000   0.5408503E-01  0.1931617
YYY2a 20210323  110000   0.5408503E-01  0.1931617
YYY2b 20210323  110000   0.5456041E-01  0.1917160
YYY3a 20210323  110000   0.4604931E-01  0.2039109
YYY3b 20210323  110000   0.4663022E-01  0.2024077
YYY0 20210323  110000   0.5510090E-01  0.2044684
YYY1a 20210323  120000   0.5510090E-01  0.2044684
YYY1b 20210323  120000   0.5510090E-01  0.2044684
YYY2a 20210323  120000   0.5510090E-01  0.2044684
YYY2b 20210323  120000   0.5562249E-01  0.2029750
YYY3a 20210323  120000   0.4639874E-01  0.2124786
YYY3b 20210323  120000   0.4701702E-01  0.2109506
